SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,October-13-2020,Single Family Residential,2663 Hourglass Dr,Henderson,NV,89052,525000,5,3.0,Southfork Parcel 4,3151,7405,2002,359,167,63,Sold,,,http://www.redfin.com/NV/Henderson/2663-Hourglass-Dr-89052/home/29875880,GLVAR,2210640,N,Y,36.0078843,-115.1024539
PAST SALE,October-31-2019,Single Family Residential,7778 Ebro Valley Ct,Las Vegas,NV,89113,395000,3,2.5,ARAGON PHASE 1,2762,4356,2015,707,143,40,Sold,,,http://www.redfin.com/NV/Las-Vegas/7778-Ebro-Valley-Ct-89113/home/109634431,GLVAR,2136535,N,Y,36.0902086,-115.2604262
PAST SALE,September-29-2021,Single Family Residential,9501 Sundial Dr,Las Vegas,NV,89134,366000,2,2.0,Sun City Las Vegas,1384,7405,1991,8,264,137,Sold,,,http://www.redfin.com/NV/Las-Vegas/9501-Sundial-Dr-89134/home/29153315,GLVAR,2314552,N,Y,36.2078454,-115.3019781
PAST SALE,August-24-2021,Single Family Residential,6716 Dunraven Ave,Las Vegas,NV,89139,285000,2,2.5,Warm Spgs Torrey Pines At Pinnacle Peaks,1277,1742,2004,44,223,59,Sold,,,http://www.redfin.com/NV/Las-Vegas/6716-Dunraven-Ave-89139/home/28991077,GLVAR,2309009,N,Y,36.0526555,-115.238749
PAST SALE,May-18-2020,Single Family Residential,9402 Logan Ridge Ct,Las Vegas,NV,89139,399000,5,3.5,HIGHLANDS RANCH UNIT 9 AMD,3065,6534,2015,507,130,30,Sold,,,http://www.redfin.com/NV/Las-Vegas/9402-Logan-Ridge-Ct-89139/home/109635787,GLVAR,2173216,N,Y,36.018641,-115.22474
PAST SALE,June-8-2021,Single Family Residential,665 E Eldorado Ln,Las Vegas,NV,89123,525000,4,2.5,Paradise #2-Lewis Homes,2220,11326,1991,121,236,,Sold,,,http://www.redfin.com/NV/Las-Vegas/665-E-Eldorado-Ln-89123/home/29606872,GLVAR,2290146,N,Y,36.0531663,-115.1479229
PAST SALE,October-21-2020,Single Family Residential,8317 Bermuda Beach Dr,Las Vegas,NV,89128,370000,3,2.5,South Shore Estate,1773,4792,1990,351,209,,Sold,,,http://www.redfin.com/NV/Las-Vegas/8317-Bermuda-Beach-Dr-89128/home/29161626,GLVAR,2231646,N,Y,36.2007797,-115.274984
PAST SALE,August-14-2020,Single Family Residential,1490 La Brea Rd,Henderson,NV,89014,410000,4,3.0,Candle Creek,3029,6098,1990,419,135,19,Sold,,,http://www.redfin.com/NV/Henderson/1490-La-Brea-Rd-89014/home/29446656,GLVAR,2207038,N,Y,36.0729519,-115.0499585
PAST SALE,February-28-2020,Single Family Residential,2320 Carinth Way,Henderson,NV,89074,395500,4,3.0,WESTWOOD VILLAGE,2160,7405,1996,587,183,14,Sold,,,http://www.redfin.com/NV/Henderson/2320-Carinth-Way-89074/home/29658352,GLVAR,2164257,N,Y,36.0437383,-115.0905702
PAST SALE,March-31-2021,Single Family Residential,4716 Mohawk River Ave,North Las Vegas,NV,89031,425000,4,3.0,Riverwalk Ranch Manor Estate,2357,7405,2007,190,180,20,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4716-Mohawk-River-Ave-89031/home/29597263,GLVAR,2270517,N,Y,36.2660134,-115.2061917
PAST SALE,August-27-2021,Single Family Residential,22 Cascade Lake St,Las Vegas,NV,89148,721000,4,3.5,Rhodes Ranch-Phase 1 Amd,3470,7841,2000,41,208,155,Sold,,,http://www.redfin.com/NV/Las-Vegas/22-Cascade-Lake-St-89148/home/29590371,GLVAR,2309693,N,Y,36.0498669,-115.2861894
PAST SALE,March-23-2020,Single Family Residential,5348 Lattice Ct,North Las Vegas,NV,89031,275000,3,2.0,ARBOR GATE,1753,3049,2000,563,157,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5348-Lattice-Ct-89031/home/29853282,GLVAR,2172519,N,Y,36.2575684,-115.2065853
PAST SALE,April-1-2021,Single Family Residential,3753 Avondale Breeze Ave,North Las Vegas,NV,89081,355000,2,2.0,Runvee Hobart,1460,5227,2010,189,243,210,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3753-Avondale-Breeze-Ave-89081/home/30166890,GLVAR,2276936,N,Y,36.264861,-115.0920759
PAST SALE,November-18-2020,Single Family Residential,526 Brompton St,Las Vegas,NV,89178,273800,4,2.5,Huntington Village B At Rhodes Ranch,1484,2178,2006,323,185,48,Sold,,,http://www.redfin.com/NV/Las-Vegas/526-Brompton-St-89178/home/29054768,GLVAR,2239499,N,Y,36.0382555,-115.2994316
PAST SALE,June-26-2020,Single Family Residential,2716 Crystal Bch,Las Vegas,NV,89128,430000,3,3.0,Lakeshore Amd,2537,6534,1994,468,169,84,Sold,,,http://www.redfin.com/NV/Las-Vegas/2716-Crystal-Beach-Dr-89128/home/29145868,GLVAR,2197814,N,Y,36.2101886,-115.2673206
PAST SALE,June-19-2020,Single Family Residential,7284 Mer Soliel,Las Vegas,NV,89118,479000,5,3.5,Warm Springs / Jones Unit 3,3005,3485,2018,475,159,24,Sold,,,http://www.redfin.com/NV/Las-Vegas/7284-Mer-Soliel-Ct-89118/home/146416883,GLVAR,2187017,N,Y,36.0566126,-115.2322773
PAST SALE,December-21-2020,Single Family Residential,3694 Spring Day Ct,Las Vegas,NV,89147,365000,6,3.0,Spring Vistas #5 Lewis Homes,2264,4792,1995,290,161,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3694-Spring-Day-Ct-89147/home/29549457,GLVAR,2241364,N,Y,36.1221558,-115.2630836
PAST SALE,June-10-2020,Single Family Residential,5872 Buhl,Las Vegas,NV,89103,355000,4,3.0,Valley West #6,2128,10454,1978,484,167,,Sold,,,http://www.redfin.com/NV/Las-Vegas/5872-Buhl-Ct-89103/home/29541091,GLVAR,2196089,N,Y,36.1201647,-115.2220076
PAST SALE,March-10-2021,Single Family Residential,4949 Blue Bay Ct,Las Vegas,NV,89141,390000,4,3.0,Storybook Cove,2579,3920,2007,211,151,44,Sold,,,http://www.redfin.com/NV/Las-Vegas/4949-Blue-Bay-Ct-89141/home/29322099,GLVAR,2266465,N,Y,36.000909,-115.2082526
PAST SALE,October-16-2020,Single Family Residential,9172 Mira Linda Rd,Las Vegas,NV,89148,580000,3,3.0,Fort Apache/Oquendo Phase 2,3026,7405,2018,356,192,72,Sold,,,http://www.redfin.com/NV/Las-Vegas/9172-Mira-Linda-Rd-89148/home/147874745,GLVAR,2225722,N,Y,36.0794111,-115.2919558
PAST SALE,January-6-2021,Single Family Residential,9537 Bella Di Mora St,Las Vegas,NV,89178,650000,6,5.5,Concordia At Mountains Edge,4632,10454,2005,274,140,90,Sold,,,http://www.redfin.com/NV/Las-Vegas/9537-Bella-Di-Mora-St-89178/home/29056076,GLVAR,2248913,N,Y,36.0151907,-115.2726919
PAST SALE,June-2-2021,Single Family Residential,9509 Sweet Sage Ave,Las Vegas,NV,89129,520000,5,3.0,Big Horn-Amd,2516,4792,1995,127,207,,Sold,,,http://www.redfin.com/NV/Las-Vegas/9509-Sweet-Sage-Ave-89129/home/29122913,GLVAR,2285647,N,Y,36.2215932,-115.3028115
PAST SALE,July-19-2021,Single Family Residential,9856 Serona Heights Ct,Las Vegas,NV,89178,479000,5,3.0,Via Valencia Via Ventura,2631,3920,2007,80,182,31,Sold,,,http://www.redfin.com/NV/Las-Vegas/9856-S-Serona-Heights-Ct-89178/home/29046076,GLVAR,2293517,N,Y,36.0092082,-115.2836427
PAST SALE,August-23-2021,Single Family Residential,7223 Blowing Breeze Ave,Las Vegas,NV,89179,440000,3,2.0,Pod 227 At Mountains Edge,1986,5227,2013,45,222,31,Sold,,,http://www.redfin.com/NV/Las-Vegas/7223-Blowing-Breeze-Ave-89179/home/49786918,GLVAR,2311801,N,Y,35.993966,-115.2498167
PAST SALE,September-3-2020,Single Family Residential,10256 Union Park Ct,Las Vegas,NV,89183,205000,2,1.0,Liberty At Silverado Ranch,690,2178,2003,399,297,45,Sold,,,http://www.redfin.com/NV/Las-Vegas/10256-Union-Park-Ct-89183/home/29953944,GLVAR,2216596,N,Y,36.0037162,-115.1490115
PAST SALE,March-17-2021,Single Family Residential,4741 San Dimas Ct,Las Vegas,NV,89147,465000,4,3.0,Rancho Las Brisas R-2,2890,7841,1995,204,161,17,Sold,,,http://www.redfin.com/NV/Las-Vegas/4741-San-Dimas-Ct-89147/home/29563882,GLVAR,2269621,N,Y,36.1028788,-115.2688023
PAST SALE,October-22-2020,Single Family Residential,6515 Shelter Ln,Las Vegas,NV,89103,335000,3,2.0,Laurelwood Spring Valley,1771,10019,1983,350,189,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6515-Shelter-Ln-89103/home/29570655,GLVAR,2232480,N,Y,36.1030444,-115.2343263
PAST SALE,November-13-2020,Single Family Residential,7533 Sea Spray Ave,Las Vegas,NV,89128,285000,3,2.0,Sorrento,1292,4356,1993,328,221,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7533-Sea-Spray-Ave-89128/home/29168745,GLVAR,2237826,N,Y,36.1912774,-115.2578973
PAST SALE,January-11-2021,Single Family Residential,7586 Perla Del Mar Ave,Las Vegas,NV,89179,291000,3,2.5,Mandolin Phase 3 At Mountains Edge,1547,2614,2008,269,188,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/7586-Perla-Del-Mar-Ave-89179/home/29775271,GLVAR,2254535,N,Y,35.9970828,-115.2572259
PAST SALE,April-15-2021,Single Family Residential,6233 Evergreen Ave,Las Vegas,NV,89107,239900,3,2.0,Charleston Heights Tr #23,988,9148,1961,175,243,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6233-Evergreen-Ave-89107/home/29230996,GLVAR,2266173,N,Y,36.1620721,-115.2296027
PAST SALE,March-3-2021,Single Family Residential,10282 Sweet Woodruff Dr,Las Vegas,NV,89141,395000,5,3.0,Desert Willows,2630,3920,2017,218,150,16,Sold,,,http://www.redfin.com/NV/Las-Vegas/10282-Sweet-Woodruff-Dr-89141/home/146417878,GLVAR,2238427,N,Y,36.0027544,-115.226709
PAST SALE,September-10-2020,Single Family Residential,2181 Polynesia,Henderson,NV,89074,325000,4,2.5,Pacific Greens,1949,3920,1997,392,167,115,Sold,,,http://www.redfin.com/NV/Henderson/2181-Polynesia-Cir-89074/home/29680680,GLVAR,2200112,N,Y,36.0309452,-115.0842459
PAST SALE,September-2-2021,Single Family Residential,1616 Danielle Rebecca Ave,North Las Vegas,NV,89086,451000,4,3.5,Donna Deer Spgs,3170,6534,2005,35,142,25,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/1616-Danielle-Rebecca-Ave-89086/home/29018459,GLVAR,2316907,N,Y,36.2833614,-115.1234635
PAST SALE,June-25-2021,Single Family Residential,5908 Maria Del Mar St,Las Vegas,NV,89130,750000,6,5.5,Bott Acres,4627,13504,2005,104,162,110,Sold,,,http://www.redfin.com/NV/Las-Vegas/5908-Maria-Del-Mar-St-89130/home/29024685,GLVAR,2292132,N,Y,36.2671535,-115.2226791
PAST SALE,April-1-2020,Single Family Residential,1836 Walker Ln,Henderson,NV,89014,380000,4,3.0,WOODLAND RIDGE,2668,7405,1989,554,142,30,Sold,,,http://www.redfin.com/NV/Henderson/1836-Walker-Ln-89014/home/29651380,GLVAR,2170887,N,Y,36.0581454,-115.0644153
PAST SALE,March-31-2021,Single Family Residential,8753 Gilmore Ave,Las Vegas,NV,89129,660000,5,4.0,El Capitan Ranch,4861,9583,2000,190,136,16,Sold,,,http://www.redfin.com/NV/Las-Vegas/8753-W-Gilmore-Ave-89129/home/29124953,GLVAR,2272590,N,Y,36.2299268,-115.2872312
PAST SALE,September-15-2021,Single Family Residential,6494 Mount Palomar Ave,Las Vegas,NV,89139,660000,5,3.0,Woodbridge 2 At Pinnacle Peaks,4022,7405,2017,22,164,24,Sold,,,http://www.redfin.com/NV/Las-Vegas/6494-Mt-Palomar-Ave-89139/home/143140443,GLVAR,2314501,N,Y,36.0406673,-115.23428
PAST SALE,February-5-2021,Single Family Residential,6576 Baywood Ave,Las Vegas,NV,89103,290000,3,2.0,Casa Linda #4E,1232,6098,1976,244,235,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6576-Baywood-Ave-89103/home/29543815,GLVAR,2255664,N,Y,36.1225473,-115.2356693
PAST SALE,September-30-2021,Single Family Residential,7307 Phlox Rd,Las Vegas,NV,89113,355000,3,2.5,Copperhead Trails Phase 2,1526,1742,2006,7,233,50,Sold,,,http://www.redfin.com/NV/Las-Vegas/7307-Phlox-Rd-89113/home/29035082,GLVAR,2325024,N,Y,36.0532433,-115.2511365
PAST SALE,September-24-2021,Single Family Residential,6561 Roundstone Bog Ave,Las Vegas,NV,89139,330000,3,2.5,Warm Spgs Torrey Pines At Pinnacle Peaks,1430,1742,2004,13,231,65,Sold,,,http://www.redfin.com/NV/Las-Vegas/6561-W-Roundstone-Bog-Ave-89139/home/28991196,GLVAR,2324762,N,Y,36.0535395,-115.235403
PAST SALE,July-24-2020,Single Family Residential,4614 White Head Ct,Las Vegas,NV,89147,450000,4,3.0,Buffalo Ranch Phase 1,2993,8712,2012,440,150,72,Sold,,,http://www.redfin.com/NV/Las-Vegas/4614-White-Head-Ct-89147/home/40549232,GLVAR,2203597,N,Y,36.1050261,-115.2623427
PAST SALE,June-26-2020,Single Family Residential,9537 Camelback Peak Ct,Las Vegas,NV,89148,375000,4,2.5,GRANDBROOKE 5,2232,4792,2003,468,168,18,Sold,,,http://www.redfin.com/NV/Las-Vegas/9537-Camelback-Peak-Ct-89148/home/29934403,GLVAR,2176670,N,Y,36.0928687,-115.3004965
PAST SALE,September-21-2021,Single Family Residential,4413 Morning Breeze Dr,North Las Vegas,NV,89031,375000,3,2.0,Summer Breeze Phase 1,1405,6098,1993,16,267,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4413-Morning-Breeze-Dr-89031/home/29081377,GLVAR,2324697,N,Y,36.2491205,-115.2017686
PAST SALE,August-18-2020,Single Family Residential,5321 Desert Columbine Ct,North Las Vegas,NV,89031,275000,3,2.0,Arbor Gate,1753,3049,2000,415,157,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5321-Desert-Columbine-Ct-89031/home/29843702,GLVAR,2198040,N,Y,36.2568339,-115.2056127
PAST SALE,June-9-2021,Single Family Residential,508 Jimijo Ct,Henderson,NV,89052,608000,6,3.0,Teton Ranch,3702,6534,1999,120,164,33,Sold,,,http://www.redfin.com/NV/Henderson/508-Jimijo-Ct-89052/home/29696405,GLVAR,2295140,N,Y,36.0084059,-115.0929562
PAST SALE,May-18-2021,Single Family Residential,6512 Tee Pee Ln,Las Vegas,NV,89149,535000,5,2.5,Centennial Mesa,2986,6970,2008,142,179,21,Sold,,,http://www.redfin.com/NV/Las-Vegas/6512-N-Tee-Pee-Ln-89149/home/29792609,GLVAR,2283898,N,Y,36.2794427,-115.3010984
PAST SALE,May-27-2021,Single Family Residential,812 Whitehollow Ave,North Las Vegas,NV,89031,432000,3,2.0,Eldorado-R1-90 #5,1915,10890,1993,133,226,12,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/812-Whitehollow-Ave-89031/home/29079114,GLVAR,2286814,N,Y,36.2689187,-115.1535742
PAST SALE,May-14-2021,Single Family Residential,1613 Breeze Canyon Dr,Las Vegas,NV,89117,675000,5,4.0,Churchill Estate,3405,10019,1993,146,198,77,Sold,,,http://www.redfin.com/NV/Las-Vegas/1613-Breeze-Canyon-Dr-89117/home/29527059,GLVAR,2284489,N,Y,36.1521297,-115.3032513
PAST SALE,January-4-2021,Single Family Residential,4490 Willowhill Ct,Las Vegas,NV,89147,291000,2,2.0,Cimarron Meadows,1216,5227,1997,276,239,,Sold,,,http://www.redfin.com/NV/Las-Vegas/4490-Willowhill-Ct-89147/home/29563764,GLVAR,2231829,N,Y,36.107441657,-115.2662783
PAST SALE,July-10-2020,Single Family Residential,171 Dog Leg,Las Vegas,NV,89148,325000,3,2.5,Rhodes Ranch-Parcel 11-Phase 1,1829,3485,2004,454,178,155,Sold,,,http://www.redfin.com/NV/Las-Vegas/171-Dogleg-Dr-89148/home/29007669,GLVAR,2195629,N,Y,36.0450122,-115.2952182
PAST SALE,September-3-2020,Single Family Residential,3570 Teton Hls,Las Vegas,NV,89147,385000,4,3.0,Spring Mountain Park,2322,6098,1997,399,166,,Sold,,,http://www.redfin.com/NV/Las-Vegas/3570-Teton-Hills-St-89147/home/29556185,GLVAR,2199882,N,Y,36.1248174,-115.3028578
PAST SALE,November-5-2019,Single Family Residential,6433 Gilded Flicker St,North Las Vegas,NV,89084,390000,3,3.0,ALIANTE PARCEL 24,2711,6970,2004,702,144,84,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6433-Gilded-Flicker-St-89084/home/28996661,GLVAR,2125251,N,Y,36.2779375,-115.1831263
PAST SALE,December-8-2020,Single Family Residential,4017 Everest St,Las Vegas,NV,89129,645000,4,4.0,Lone Mountain Classics,4048,16117,2003,303,159,87,Sold,,,http://www.redfin.com/NV/Las-Vegas/4017-Everest-St-89129/home/29931517,GLVAR,2230866,N,Y,36.2353954,-115.2971397
PAST SALE,May-8-2020,Single Family Residential,11776 San Rossore,Las Vegas,NV,89183,316700,4,2.5,Terracina Phase 1,2014,4356,2002,517,157,18,Sold,,,http://www.redfin.com/NV/Las-Vegas/11776-San-Rossore-Ct-89183/home/29946133,GLVAR,2188962,N,Y,35.9759122,-115.1673547
PAST SALE,April-5-2021,Single Family Residential,4400 Mayflower Ln,Las Vegas,NV,89107,320000,4,2.5,Charleston Heights Tr #15A,1744,6534,1961,185,183,,Sold,,,http://www.redfin.com/NV/Las-Vegas/4400-Mayflower-Ln-89107/home/29343281,GLVAR,2263130,N,Y,36.168411,-115.199533
PAST SALE,August-17-2021,Single Family Residential,8122 Golden Flowers St,Las Vegas,NV,89139,315000,3,2.5,Lamplight Gardens At Pinnacle Peaks,1311,1742,2006,51,240,108,Sold,,,http://www.redfin.com/NV/Las-Vegas/8122-Golden-Flowers-St-89139/home/29055049,GLVAR,2301876,N,Y,36.0413052,-115.2274839
PAST SALE,December-10-2020,Single Family Residential,89 Ice Fall Ave,Las Vegas,NV,89183,300000,3,2.5,Terracina 3 North,1483,3920,2007,301,202,45,Sold,,,http://www.redfin.com/NV/Las-Vegas/89-Ice-Fall-Ave-89183/home/29302594,GLVAR,2241649,N,Y,35.980174,-115.1687907
PAST SALE,June-23-2020,Single Family Residential,6212 Villa Emo St,North Las Vegas,NV,89031,420000,5,4.0,Cortona-Phase 2,3720,6098,2006,471,113,42,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6212-Villa-Emo-St-89031/home/29269682,GLVAR,2195289,N,Y,36.2733132,-115.1825936
PAST SALE,April-27-2021,Single Family Residential,5153 Tunnel Falls Dr,Las Vegas,NV,89141,380000,3,2.5,Twilight At Cactus Hills,1796,3920,2007,163,212,41,Sold,,,http://www.redfin.com/NV/Las-Vegas/5153-Tunnel-Falls-Dr-89141/home/29291703,GLVAR,2282863,N,Y,36.0013797,-115.2113093
PAST SALE,March-12-2021,Single Family Residential,7945 Sky Birch Ct,Las Vegas,NV,89147,299000,2,2.0,Buffalo Twain,1366,3920,1995,209,219,,Sold,,,http://www.redfin.com/NV/Las-Vegas/7945-Sky-Birch-Ct-89147/home/29550022,GLVAR,2262855,N,Y,36.1199182,-115.264195
PAST SALE,January-26-2021,Single Family Residential,5112 Backwoodsman Ave,Las Vegas,NV,89130,320000,3,2.5,Reserve At Hunters Ridge,1758,4356,1999,254,182,,Sold,,,http://www.redfin.com/NV/Las-Vegas/5112-Backwoodsman-Ave-89130/home/29093888,GLVAR,2255790,N,Y,36.2647017,-115.2126524
PAST SALE,December-23-2019,Single Family Residential,5556 Oxbow St,Las Vegas,NV,89119,240000,3,2.0,PARADISE VISTA #2,1199,6970,1973,654,200,,Sold,,,http://www.redfin.com/NV/Las-Vegas/5556-Oxbow-St-89119/home/29514843,GLVAR,2129757,N,Y,36.088955,-115.1267064
PAST SALE,February-26-2020,Single Family Residential,680 Hidden Cellar Ct,Las Vegas,NV,89183,429900,5,3.0,CANYONS 4,3136,5663,2004,589,137,18,Sold,,,http://www.redfin.com/NV/Las-Vegas/680-Hidden-Cellar-Ct-89183/home/29040701,GLVAR,2166028,N,Y,35.9974656,-115.1484556
PAST SALE,November-4-2019,Single Family Residential,10447 Beallsville St,Las Vegas,NV,89141,325000,3,2.5,CACTUS HILLS SOUTH UNIT 2 AMD,1859,4356,2011,703,175,45,Sold,,,http://www.redfin.com/NV/Las-Vegas/10447-Beallsville-St-89141/home/40234159,GLVAR,2136306,N,Y,35.9997312,-115.2197383
PAST SALE,July-12-2021,Single Family Residential,3824 Champagne Wood Dr,North Las Vegas,NV,89031,395000,3,2.5,Highland Hills,1883,10019,2001,87,210,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3824-Champagne-Wood-Dr-89031/home/29853257,GLVAR,2304107,N,Y,36.2696407,-115.1915328
PAST SALE,October-27-2020,Single Family Residential,6179 Gunderson Blvd,Las Vegas,NV,89103,246000,3,2.0,American West,1092,6534,1974,345,225,,Sold,,,http://www.redfin.com/NV/Las-Vegas/6179-Gunderson-Blvd-89103/home/29572430,GLVAR,2208036,N,Y,36.1102368,-115.2267314
PAST SALE,July-19-2021,Single Family Residential,3808 Champagne Wood Dr,North Las Vegas,NV,89031,430000,5,3.0,Highland Hills,2879,6098,2001,80,149,56,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3808-Champagne-Wood-Dr-89031/home/29853253,GLVAR,2306703,N,Y,36.2695205,-115.1906528
PAST SALE,April-8-2021,Single Family Residential,6074 Highland Gardens Dr,North Las Vegas,NV,89031,271650,3,2.0,Highland Hills,1220,6098,2001,182,223,55,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/6074-Highland-Gardens-Dr-89031/home/29853199,GLVAR,2265007,N,Y,36.2704905,-115.192876
PAST SALE,November-9-2020,Single Family Residential,4782 Priory Gardens St,Las Vegas,NV,89130,275500,4,3.5,Lone Mountain Torrey Pines,1686,1742,2007,332,163,62,Sold,,,http://www.redfin.com/NV/Las-Vegas/4782-N-Priory-Gardens-St-89130/home/29278555,GLVAR,2237595,N,Y,36.2464975,-115.2359009
PAST SALE,June-24-2021,Single Family Residential,4406 Cassandra Dr,North Las Vegas,NV,89032,350000,3,2.0,Vista Del Sol-Phase 3,1427,6534,1993,105,245,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4406-Cassandra-Dr-89032/home/29244857,GLVAR,2297397,N,Y,36.2267737,-115.2006571
PAST SALE,August-26-2021,Single Family Residential,8285 Pearl Oasis,Las Vegas,NV,89139,450000,5,3.0,Blue Diamond Spgs,2782,4792,2007,42,162,20,Sold,,,http://www.redfin.com/NV/Las-Vegas/8285-S-Pearl-Oasis-Ct-89139/home/29608712,GLVAR,2320409,N,Y,36.0392464,-115.2009118
PAST SALE,October-9-2020,Single Family Residential,4765 Priory Gardens St,Las Vegas,NV,89130,273000,3,3.5,Lone Mountain Torrey Pines,1686,1742,2007,363,162,62,Sold,,,http://www.redfin.com/NV/Las-Vegas/4765-N-Priory-Gardens-St-89130/home/29278438,GLVAR,2225845,N,Y,36.246107,-115.236225
PAST SALE,December-20-2019,Single Family Residential,4754 Newby Hall Ct,Las Vegas,NV,89130,250000,4,3.5,LONE MOUNTAIN TORREY PINES,1686,1742,2006,657,148,52,Sold,,,http://www.redfin.com/NV/Las-Vegas/4754-Newby-Hall-Ct-89130/home/29278572,GLVAR,2154023,N,Y,36.2457875,-115.2364103
PAST SALE,June-28-2021,Single Family Residential,4334 Sparta Way,North Las Vegas,NV,89032,365000,3,2.5,Vista Del Sol-Phase 1,2236,7405,1991,101,163,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/4334-Sparta-Way-89032/home/29245101,GLVAR,2285967,N,Y,36.2275082,-115.1996844
PAST SALE,April-12-2021,Single Family Residential,3424 Redwood Ridge Way,North Las Vegas,NV,89031,260000,2,2.0,Colony,1077,5663,1995,178,241,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3424-Redwood-Ridge-Way-89031/home/29081950,GLVAR,2279569,N,Y,36.2558829,-115.1866696
PAST SALE,September-15-2021,Single Family Residential,5235 Portland Ct,North Las Vegas,NV,89031,340000,4,2.0,Colony,1433,6534,1994,22,237,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5235-Portland-Ct-89031/home/29081562,GLVAR,2314906,N,Y,36.2554344,-115.1888465
PAST SALE,March-23-2020,Single Family Residential,4777 Morton Manor Ct,Las Vegas,NV,89130,262000,4,3.5,LONE MOUNTAIN TORREY PINES,1686,1742,2006,563,155,52,Sold,,,http://www.redfin.com/NV/Las-Vegas/4777-Morton-Manor-Ct-89130/home/29278527,GLVAR,2175312,N,Y,36.2461953,-115.234419
PAST SALE,May-7-2020,Single Family Residential,5405 Lemhi Ct,North Las Vegas,NV,89031,280000,3,2.0,Allen Est,1283,6098,1996,518,218,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/5405-Lemhi-Ct-89031/home/29081679,GLVAR,2185869,N,Y,36.2580526,-115.1870864
PAST SALE,,Single Family Residential,5421 Dilly Cir,North Las Vegas,NV,89031,281000,3,2.0,,1211,6970,1996,,232,,,,,http://www.redfin.com/NV/North-Las-Vegas/5421-Dilly-Cir-89031/home/29081689,,,N,Y,36.2586805,-115.1878275
PAST SALE,July-13-2021,Single Family Residential,4793 Hampstead Heath Ct,Las Vegas,NV,89130,308000,4,3.5,LONE MOUNTAIN TORREY PINES,1686,1742,2006,86,183,52,Sold,,,http://www.redfin.com/NV/Las-Vegas/4793-Hampstead-Heath-Ct-89130/home/29278516,GLVAR,2290499,N,Y,36.246787,-115.2347894
PAST SALE,May-26-2020,Single Family Residential,3517 Chedworth,North Las Vegas,NV,89031,265200,3,2.0,Somerset Est 1 Phase 1,1296,5663,1999,499,205,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3517-Chedworth-Rd-89031/home/29081981,GLVAR,2182841,N,Y,36.2525499,-115.1869243
PAST SALE,August-31-2020,Single Family Residential,3509 Chedworth Rd,North Las Vegas,NV,89031,293500,3,2.0,Somerset Estate 1 Phase 1,1443,5663,1999,402,203,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3509-Chedworth-Rd-89031/home/29081983,GLVAR,2212853,N,Y,36.252508,-115.186555
PAST SALE,,Single Family Residential,3612 Slapton Ave,North Las Vegas,NV,89031,290000,3,2.0,,1507,5663,1995,,192,,,,,http://www.redfin.com/NV/North-Las-Vegas/3612-Slapton-Ave-89031/home/29081918,,,N,Y,36.2539726,-115.1881054
PAST SALE,August-5-2020,Single Family Residential,3433 Slapton,North Las Vegas,NV,89031,274500,3,2.0,Somerset Est 1 Phase 2,1443,5663,1999,428,190,,Sold,,,http://www.redfin.com/NV/North-Las-Vegas/3433-Slapton-Ave-89031/home/29081828,GLVAR,2187008,N,Y,36.2535353,-115.1861601
PAST SALE,January-10-2020,Single Family Residential,6503 Gilded Lantern Ave,Las Vegas,NV,89139,625000,4,4.0,PINNACLE 3 AT PINNACLE PEAKS,4996,11761,2004,636,125,60,Sold,,,http://www.redfin.com/NV/Las-Vegas/6503-Gilded-Lantern-Ave-89139/home/28990909,GLVAR,2149191,N,Y,36.0427967,-115.2348126
